,short_name,age,nationality,club_name,overall,potential,value_eur,wage_eur,player_positions,release_clause_eur,team_position,contract_valid_until,pace,shooting,passing,dribbling,defending,Forward,Mid,Back,GK
147,S. Bergwijn,22,Netherlands,Tottenham Hotspur,83,88,34500000,105000,"LM, LW, RM",68100000.0,SUB,2025.0,87.0,79.0,78.0,85.0,39.0,82.45454545454545,79.2,60.2,12.8
148,F. Mendy,25,France,Real Madrid,83,88,30500000,160000,LB,64800000.0,LB,2025.0,92.0,64.0,76.0,79.0,78.0,78.18181818181819,80.8,82.1,10.2
149,A. Wan-Bissaka,22,England,Manchester United,83,88,30500000,115000,"RB, RWB",60200000.0,RB,2024.0,86.0,51.0,68.0,80.0,82.0,71.36363636363636,74.2,81.2,7.8
150,A. Hakimi,21,Morocco,Inter,83,88,35000000,92000,RM,60400000.0,RM,2025.0,94.0,70.0,76.0,82.0,72.0,80.18181818181819,81.6,79.3,9.2
151,A. Romagnoli,25,Italy,Milan,83,87,30000000,51000,CB,53300000.0,LCB,2022.0,70.0,40.0,56.0,69.0,85.0,60.18181818181818,66.6,80.6,10.4
152,D. Alli,24,England,Tottenham Hotspur,83,87,34000000,105000,"CAM, CM",67200000.0,SUB,2024.0,72.0,80.0,79.0,83.0,71.0,83.45454545454545,84.6,78.6,8.2
153,D. van de Beek,23,Netherlands,Manchester United,83,87,33000000,125000,"CM, CAM",65200000.0,SUB,2025.0,70.0,80.0,78.0,78.0,72.0,81.0,83.8,78.8,10.2
154,D. Zakaria,23,Switzerland,Borussia Mönchengladbach,83,87,30500000,45000,"CDM, CB, CM",54100000.0,RDM,2022.0,83.0,64.0,75.0,77.0,81.0,76.0909090909091,79.6,82.9,11.0
155,Gabriel Jesus,23,Brazil,Manchester City,83,87,34500000,150000,ST,66400000.0,ST,2023.0,85.0,82.0,72.0,87.0,42.0,84.0909090909091,79.4,60.4,9.6
156,S. Umtiti,26,France,FC Barcelona,83,86,28500000,170000,CB,60600000.0,SUB,2023.0,66.0,62.0,69.0,69.0,83.0,68.72727272727273,72.4,81.7,13.2
157,M. Kovačić,26,Croatia,Chelsea,83,86,31500000,120000,"CM, CDM",62200000.0,SUB,2024.0,75.0,69.0,83.0,88.0,69.0,79.72727272727273,85.2,77.9,6.8
158,João Cancelo,26,Portugal,Manchester City,83,86,28000000,140000,RB,53900000.0,SUB,2025.0,86.0,65.0,79.0,83.0,77.0,78.9090909090909,82.4,81.1,11.6
159,Nélson Semedo,26,Portugal,FC Barcelona,83,86,28000000,170000,RB,59500000.0,RB,2022.0,92.0,57.0,69.0,82.0,77.0,74.36363636363636,77.2,81.1,12.8
160,K. Casteels,28,Belgium,VfL Wolfsburg,83,85,22500000,53000,GK,39900000.0,GK,2024.0,46.0,42.75,26.25,30.0,17.333333333333332,32.27272727272727,34.2,31.9,82.0
161,A. Lopes,29,Portugal,Olympique Lyonnais,83,85,22000000,69000,GK,43500000.0,GK,2023.0,57.5,40.25,25.0,40.75,17.666666666666668,33.90909090909091,34.4,33.3,81.0
162,M. Sabitzer,26,Austria,RB Leipzig,83,85,31000000,73000,"CM, CAM",55000000.0,LDM,2022.0,80.0,83.0,80.0,80.0,65.0,82.9090909090909,84.0,75.4,13.2
163,Diego Carlos,27,Brazil,Sevilla FC,83,85,27000000,39000,CB,58700000.0,LCB,2024.0,77.0,47.0,63.0,67.0,82.0,65.27272727272727,70.2,79.9,9.8
164,K. Manolas,29,Greece,Napoli,83,84,24500000,84000,CB,43500000.0,RCB,2024.0,82.0,25.0,42.0,60.0,85.0,52.18181818181818,58.2,78.4,9.8
165,J. Matip,28,Cameroon,Liverpool,83,84,25500000,115000,CB,49100000.0,SUB,2024.0,60.0,46.0,68.0,68.0,85.0,64.72727272727273,71.2,80.6,10.6
166,Juan Bernat,27,Spain,Paris Saint-Germain,83,84,25500000,95000,"LB, LM",49100000.0,RES,2021.0,81.0,64.0,79.0,83.0,76.0,77.81818181818181,81.4,79.8,11.2
167,N. Fekir,26,France,Real Betis,83,84,30500000,38000,"CAM, RM, ST",66300000.0,RM,2023.0,79.0,82.0,81.0,87.0,38.0,83.0,82.2,62.4,12.2
168,Z. Ibrahimović,38,Sweden,Milan,83,83,9500000,49000,ST,16200000.0,ST,2021.0,52.0,88.0,77.0,79.0,34.0,81.54545454545455,78.4,56.6,11.8
169,João Moutinho,33,Portugal,Wolverhampton Wanderers,83,83,15000000,110000,CM,28500000.0,LCM,2022.0,56.0,75.0,86.0,83.0,72.0,79.0909090909091,82.6,77.7,13.8
170,S. Mandanda,35,France,Olympique de Marseille,83,83,7000000,28000,GK,13300000.0,GK,2024.0,44.75,39.25,25.75,36.5,17.0,35.27272727272727,38.2,33.7,81.0
171,G. Higuaín,32,Argentina,Inter Miami,83,83,20500000,17000,ST,30800000.0,ST,2021.0,65.0,85.0,71.0,80.0,31.0,81.0,75.4,53.1,7.8
172,Renato Augusto,32,Brazil,Beijing Sinobo Guoan FC,83,83,19500000,33000,"CM, CAM, LM",31200000.0,LCM,2021.0,71.0,79.0,82.0,81.0,72.0,80.63636363636364,82.6,77.4,11.2
173,C. Vela,31,Mexico,Los Angeles FC,83,83,22500000,17000,"RW, LW, CAM",33800000.0,ST,2022.0,80.0,82.0,78.0,84.0,31.0,83.0,80.0,57.2,10.6
174,B. Matuidi,33,France,Inter Miami,83,83,12500000,14000,"CDM, CM",18800000.0,LDM,2021.0,75.0,66.0,75.0,77.0,82.0,75.36363636363636,79.6,83.0,9.6
175,J. Vertonghen,33,Belgium,SL Benfica,83,83,12000000,21000,"CB, LB",24000000.0,LCB,2023.0,58.0,62.0,72.0,71.0,85.0,69.72727272727273,74.4,82.0,8.8
177,Marcelo,32,Brazil,Real Madrid,83,83,16000000,170000,LB,32800000.0,SUB,2022.0,79.0,73.0,80.0,88.0,76.0,82.27272727272727,83.0,81.6,7.2
178,R. Nainggolan,32,Belgium,Inter,83,83,20000000,125000,"CAM, CM, CF",33000000.0,RES,2022.0,71.0,80.0,80.0,83.0,83.0,81.36363636363636,83.6,83.6,11.0
179,E. Banega,32,Argentina,Al Shabab,83,83,19500000,55000,"CM, CDM",33200000.0,LCM,2023.0,63.0,74.0,84.0,82.0,76.0,78.81818181818181,82.2,80.1,9.0
180,E. Džeko,34,Bosnia Herzegovina,Roma,83,83,13500000,81000,ST,23000000.0,ST,2022.0,59.0,84.0,71.0,75.0,46.0,80.36363636363636,77.8,61.4,12.6
181,A. Vidal,33,Chile,Inter,83,83,15000000,125000,"CM, CDM, CAM",24800000.0,SUB,2022.0,65.0,79.0,79.0,78.0,83.0,80.27272727272727,82.2,83.0,3.2
182,Yuri Berchiche,30,Spain,Athletic Club de Bilbao,83,83,20500000,35000,LB,43100000.0,SUB,2022.0,83.0,68.0,76.0,76.0,80.0,75.0,78.0,82.4,10.6
183,Fernando,32,Brazil,Sevilla FC,83,83,17000000,39000,"CDM, CM",35700000.0,CDM,2022.0,66.0,62.0,74.0,73.0,82.0,71.9090909090909,77.0,81.8,5.8
184,K. Trippier,29,England,Atlético Madrid,83,83,21500000,71000,RB,44100000.0,RB,2022.0,73.0,60.0,81.0,77.0,79.0,74.72727272727273,80.2,81.3,10.8
185,I. Gündoğan,29,Germany,Manchester City,83,83,25000000,160000,"CM, CDM",46300000.0,SUB,2023.0,66.0,74.0,84.0,84.0,72.0,80.27272727272727,83.0,78.5,9.6
186,Paulinho,31,Brazil,Guangzhou Evergrande Taobao FC,83,83,22000000,39000,"CM, CAM, CDM",35200000.0,LDM,2023.0,72.0,82.0,77.0,82.0,80.0,82.18181818181819,83.0,82.6,11.4
187,Oscar,28,Brazil,Shanghai SIPG FC,83,83,26000000,25000,"CAM, CM, LW",41600000.0,LCM,2024.0,78.0,79.0,83.0,83.0,58.0,81.27272727272727,83.0,70.1,12.2
188,K. Trapp,29,Germany,Eintracht Frankfurt,83,83,18500000,35000,GK,31500000.0,GK,2024.0,46.0,40.75,15.75,33.25,15.333333333333334,30.272727272727273,30.0,30.0,81.4
189,Coutinho,28,Brazil,FC Barcelona,83,83,26000000,190000,"CAM, LW, CM",53300000.0,SUB,2023.0,72.0,79.0,82.0,89.0,52.0,81.45454545454545,83.0,67.0,9.6
190,Muniain,27,Spain,Athletic Club de Bilbao,83,83,27000000,41000,"LW, CAM, RW",56700000.0,CAM,2024.0,81.0,75.0,80.0,87.0,51.0,80.81818181818181,81.2,65.0,9.0
191,L. Hrádecký,30,Finland,Bayer 04 Leverkusen,83,83,17500000,63000,GK,29800000.0,GK,2023.0,39.75,36.0,22.0,29.25,13.666666666666666,29.272727272727273,31.8,28.1,80.4
192,A. Lacazette,29,France,Arsenal,83,83,26000000,125000,ST,49400000.0,ST,2022.0,76.0,82.0,75.0,84.0,46.0,82.18181818181819,80.2,64.6,7.4
193,Aitor,29,Spain,Levante UD,83,83,18500000,31000,GK,38900000.0,GK,2023.0,55.75,39.25,28.75,34.75,16.333333333333332,33.54545454545455,35.4,31.4,80.6
194,W. Zaha,27,Ivory Coast,Crystal Palace,83,83,27000000,82000,"LM, CF",51300000.0,LS,2023.0,90.0,75.0,72.0,87.0,34.0,80.45454545454545,77.2,57.9,12.2
195,C. Aránguiz,31,Chile,Bayer 04 Leverkusen,83,83,19500000,78000,"CDM, CM",33200000.0,RDM,2023.0,60.0,72.0,82.0,81.0,78.0,77.27272727272727,81.8,80.0,11.0
196,D. Tadić,31,Serbia,Ajax,83,83,23500000,30000,"CF, LW, CAM",32900000.0,ST,2023.0,66.0,80.0,84.0,84.0,41.0,82.0909090909091,82.4,62.7,12.2
197,Sergi Roberto,28,Spain,FC Barcelona,83,83,22000000,175000,"RB, CM",45100000.0,SUB,2022.0,77.0,63.0,81.0,78.0,77.0,77.27272727272727,82.6,81.5,13.2
198,F. Acerbi,32,Italy,Lazio,83,83,16500000,75000,CB,28100000.0,CB,2023.0,62.0,50.0,62.0,63.0,86.0,60.90909090909091,68.6,80.2,10.6
199,Allan,29,Brazil,Everton,83,83,25000000,115000,CM,47500000.0,CDM,2023.0,73.0,71.0,77.0,82.0,85.0,79.54545454545455,82.6,83.6,8.8
200,Lucas Moura,27,Brazil,Tottenham Hotspur,83,83,27000000,120000,"RM, CF",51300000.0,RM,2024.0,92.0,78.0,72.0,87.0,43.0,82.0,79.4,63.9,10.8
201,T. Hazard,27,Belgium,Borussia Dortmund,83,83,27000000,78000,"LM, RM, CF",45900000.0,SUB,2024.0,84.0,77.0,81.0,86.0,52.0,81.0909090909091,81.2,67.6,7.4
202,Portu,28,Spain,Real Sociedad,83,83,26000000,50000,"RW, RM, CF",54600000.0,RW,2024.0,90.0,79.0,81.0,82.0,59.0,82.54545454545455,81.8,72.9,13.4
203,Jorginho,28,Italy,Chelsea,83,83,25500000,125000,"CM, CDM",48500000.0,LDM,2023.0,55.0,65.0,84.0,80.0,72.0,74.81818181818181,81.4,77.6,11.2
204,E. Višća,30,Bosnia Herzegovina,Medipol Başakşehir FK,83,83,24500000,59000,RM,46600000.0,RM,2021.0,88.0,77.0,79.0,82.0,47.0,80.63636363636364,80.6,64.7,12.8
205,Gerard Moreno,28,Spain,Villarreal CF,83,83,27000000,56000,"ST, RM, CF",56700000.0,RS,2023.0,76.0,84.0,76.0,80.0,46.0,82.0909090909091,79.6,63.7,11.2
206,F. Kostić,27,Serbia,Eintracht Frankfurt,83,83,27000000,45000,"LM, LWB",45900000.0,LM,2023.0,88.0,76.0,79.0,83.0,68.0,81.18181818181819,81.2,76.6,12.8
207,D. Zapata,29,Colombia,Atalanta,83,83,26000000,87000,ST,44200000.0,ST,2023.0,75.0,81.0,59.0,78.0,37.0,78.81818181818181,70.8,55.9,8.0
208,Rafa,27,Portugal,SL Benfica,83,83,27000000,23000,"LM, RM",54000000.0,RM,2024.0,94.0,73.0,74.0,87.0,50.0,81.0909090909091,79.4,64.3,10.2
209,M. Dúbravka,31,Slovakia,Newcastle United,83,83,16500000,47000,GK,31400000.0,GK,2025.0,45.0,42.5,30.5,43.25,18.0,35.54545454545455,40.0,34.2,81.6
210,M. Acuña,28,Argentina,Sevilla FC,83,83,22000000,41000,"LB, LM",46200000.0,SUB,2024.0,76.0,74.0,82.0,86.0,78.0,80.45454545454545,83.0,82.1,12.4
211,Ronaldo Cabrais,28,Brazil,Grêmio,83,83,26000000,49000,"CAM, RM",49400000.0,RW,2023.0,88.0,77.0,83.0,84.0,35.0,82.18181818181819,81.6,61.3,13.0
212,Reguilón,23,Spain,Tottenham Hotspur,82,89,27500000,85000,"LB, LM",57800000.0,SUB,2025.0,85.0,55.0,73.0,78.0,78.0,73.9090909090909,77.4,79.9,10.2
213,Fabián,24,Spain,Napoli,82,88,30000000,70000,CM,57000000.0,RCM,2023.0,63.0,78.0,78.0,83.0,74.0,80.36363636363636,82.8,77.5,12.0
214,L. Hernández,24,France,FC Bayern München,82,87,26500000,70000,"CB, LB",45700000.0,SUB,2024.0,77.0,54.0,70.0,71.0,83.0,70.81818181818181,75.0,83.5,9.8
215,Rúben Neves,23,Portugal,Wolverhampton Wanderers,82,87,29000000,89000,CM,57300000.0,RCM,2023.0,61.0,75.0,84.0,77.0,71.0,75.81818181818181,81.0,77.3,11.2
216,G. Lo Celso,24,Argentina,Tottenham Hotspur,82,87,29000000,95000,"CM, CAM",57300000.0,CAM,2025.0,77.0,77.0,82.0,85.0,65.0,81.27272727272727,83.6,75.1,11.2
218,Kepa,25,Spain,Chelsea,82,86,21000000,76000,GK,41500000.0,GK,2024.0,36.25,45.25,35.5,36.25,18.333333333333332,33.81818181818182,39.6,33.7,81.8
219,M. Maignan,24,France,LOSC Lille,82,86,21500000,31000,GK,42500000.0,GK,2022.0,42.75,45.0,25.25,39.0,18.333333333333332,34.0,35.0,32.3,81.4
220,Marco Asensio,24,Spain,Real Madrid,82,86,29000000,160000,"LW, RW",61600000.0,SUB,2023.0,79.0,80.0,81.0,83.0,43.0,81.81818181818181,81.6,63.1,10.0
221,K. Laimer,23,Austria,RB Leipzig,82,86,26000000,53000,"CDM, CM, RB",46200000.0,RDM,2023.0,85.0,68.0,78.0,78.0,80.0,77.72727272727273,81.0,82.1,11.6
222,H. Maguire,27,England,Manchester United,82,85,24000000,120000,CB,47400000.0,LCB,2024.0,50.0,53.0,69.0,71.0,82.0,68.0909090909091,73.8,80.0,12.4
223,Anderson Talisca,26,Brazil,Guangzhou Evergrande Taobao FC,82,85,27500000,36000,"CAM, RW",46100000.0,CAM,2022.0,80.0,82.0,81.0,83.0,54.0,82.81818181818181,81.8,68.3,11.8
224,A. Correa,25,Argentina,Atlético Madrid,82,85,28000000,65000,"RM, ST",59500000.0,RM,2024.0,84.0,80.0,75.0,87.0,54.0,83.0,80.6,67.4,11.2
225,G. Rulli,28,Argentina,Villarreal CF,82,85,20000000,35000,GK,43500000.0,GK,2024.0,52.0,42.0,21.0,35.0,17.0,32.54545454545455,33.6,31.5,81.2
226,N. Pépé,25,Ivory Coast,Arsenal,82,85,28000000,98000,"RM, RW",55300000.0,RW,2024.0,89.0,78.0,75.0,84.0,33.0,80.72727272727273,78.2,55.9,10.0
227,Marcos Llorente,25,Spain,Atlético Madrid,82,85,27500000,65000,"CM, CF, RM",58400000.0,SUB,2024.0,84.0,74.0,79.0,81.0,78.0,81.0909090909091,83.6,82.5,10.2
228,M. Perin,27,Italy,Genoa,82,84,18500000,20000,GK,34700000.0,GK,2022.0,53.25,40.0,23.0,34.25,16.666666666666668,32.63636363636363,33.0,30.4,80.2
229,E. Can,26,Germany,Borussia Dortmund,82,84,26500000,72000,"CM, CDM",47000000.0,RCB,2024.0,74.0,78.0,79.0,80.0,83.0,80.45454545454545,82.8,83.6,10.8
230,Pacheco,28,Spain,Deportivo Alavés,82,84,19500000,28000,GK,42400000.0,GK,2023.0,48.75,38.0,21.5,35.75,18.333333333333332,30.727272727272727,32.2,31.2,79.6
231,David Soria,27,Spain,Getafe CF,82,84,18500000,30000,GK,40200000.0,GK,2022.0,43.75,40.75,22.5,33.75,14.666666666666666,31.272727272727273,31.6,30.2,80.2
232,Morata,27,Spain,Atlético Madrid,82,83,26000000,73000,ST,55300000.0,RS,2023.0,80.0,80.0,71.0,81.0,31.0,81.63636363636364,76.6,56.4,4.4
233,Gabriel Paulista,29,Brazil,Valencia CF,82,83,21000000,46000,CB,45700000.0,RCB,2022.0,68.0,49.0,71.0,65.0,84.0,64.81818181818181,71.4,81.3,11.6
234,N. Pope,28,England,Burnley,82,83,18500000,59000,GK,36500000.0,GK,2023.0,42.5,40.0,23.25,35.75,16.666666666666668,31.272727272727273,33.2,31.0,80.4
235,L. Ocampos,25,Argentina,Sevilla FC,82,83,26500000,40000,"RW, LW",57600000.0,LW,2024.0,82.0,83.0,78.0,83.0,63.0,82.81818181818181,82.4,75.1,10.6
236,M. Ginter,26,Germany,Borussia Mönchengladbach,82,83,23000000,48000,CB,40800000.0,RCB,2022.0,61.0,58.0,70.0,65.0,85.0,68.0,73.4,81.3,9.2
237,D. Djené,28,Togo,Getafe CF,82,83,21500000,39000,CB,46800000.0,RCB,2023.0,72.0,37.0,62.0,61.0,84.0,59.63636363636363,65.8,80.5,9.8
238,J. Pavlenka,28,Czech Republic,SV Werder Bremen,82,83,18500000,32000,GK,32800000.0,GK,2022.0,32.75,38.75,18.25,24.25,12.333333333333334,28.0,26.0,25.6,78.2
239,G. Buffon,42,Italy,Juventus,82,82,2200000,41000,GK,3600000.0,SUB,2021.0,39.0,40.0,24.5,43.25,16.666666666666668,33.81818181818182,36.8,32.4,79.2
240,Raúl Albiol,34,Spain,Villarreal CF,82,82,8000000,41000,CB,16800000.0,RCB,2022.0,45.0,41.0,62.0,63.0,86.0,58.09090909090909,66.0,78.5,7.2
241,I. Rakitić,32,Croatia,Sevilla FC,82,82,17000000,39000,CM,35700000.0,LCM,2024.0,61.0,79.0,85.0,78.0,75.0,79.36363636363636,82.0,79.0,10.2
242,M. Özil,31,Germany,Arsenal,82,82,19500000,100000,"CAM, RW",37100000.0,RES,2021.0,64.0,69.0,85.0,83.0,24.0,78.72727272727273,80.2,52.4,10.0
243,D. Payet,33,France,Olympique de Marseille,82,82,13500000,59000,"LW, CAM",25700000.0,LW,2024.0,70.0,79.0,84.0,85.0,39.0,81.18181818181819,81.4,61.3,12.2
244,L. Bender,31,Germany,Bayer 04 Leverkusen,82,82,16000000,72000,"RB, CDM, CM",27200000.0,RB,2021.0,60.0,64.0,72.0,72.0,84.0,73.18181818181819,77.4,81.8,8.8
245,Sergio Asenjo,31,Spain,Villarreal CF,82,82,14000000,34000,GK,29400000.0,SUB,2022.0,54.0,40.75,28.75,37.75,17.0,32.36363636363637,35.0,33.2,81.0
246,Willian,31,Brazil,Arsenal,82,82,19500000,110000,"RW, LW, RM",37100000.0,SUB,2023.0,82.0,79.0,80.0,85.0,49.0,80.36363636363636,81.4,65.8,11.8
247,I. Perišić,31,Croatia,Inter,82,82,19500000,115000,"LM, LW",32200000.0,SUB,2022.0,79.0,81.0,78.0,78.0,62.0,81.0909090909091,80.8,73.0,7.6
248,F. Muslera,34,Uruguay,Galatasaray SK,82,82,9500000,64000,GK,18100000.0,GK,2021.0,58.75,37.75,29.0,41.75,18.333333333333332,37.45454545454545,41.6,35.8,80.0
249,J. Boateng,31,Germany,FC Bayern München,82,82,16500000,82000,CB,27200000.0,RCB,2021.0,70.0,50.0,72.0,65.0,82.0,66.18181818181819,73.0,80.8,9.0
250,M. Arnautović,31,Austria,Shanghai SIPG FC,82,82,20000000,24000,ST,32000000.0,ST,2022.0,80.0,82.0,79.0,79.0,44.0,81.0909090909091,80.2,64.9,12.8
251,A. Kolarov,34,Serbia,Inter,82,82,8000000,105000,LB,13200000.0,SUB,2021.0,68.0,74.0,81.0,76.0,82.0,77.36363636363636,80.2,82.0,12.2
252,A. Ramsey,29,Wales,Juventus,82,82,21500000,98000,"CM, CAM",35500000.0,CAM,2023.0,68.0,77.0,79.0,80.0,68.0,79.63636363636364,82.0,76.8,8.0
253,Canales,29,Spain,Real Betis,82,82,21500000,36000,"CM, LM, RM",45200000.0,RCM,2023.0,78.0,80.0,83.0,83.0,65.0,81.45454545454545,82.0,73.7,13.6
254,D. Blind,30,Netherlands,Ajax,82,82,18000000,23000,"CB, CDM, LB",25200000.0,LCB,2022.0,54.0,65.0,81.0,78.0,83.0,74.9090909090909,80.4,82.0,11.0
255,Mário Fernandes,29,Russia,PFC CSKA Moscow,82,82,18500000,500,"RWB, RM",40700000.0,RB,2022.0,82.0,61.0,74.0,79.0,79.0,75.72727272727273,79.4,81.4,12.8
256,O. Baumann,30,Germany,TSG 1899 Hoffenheim,82,82,15000000,37000,GK,25500000.0,GK,2023.0,45.5,40.5,20.5,32.75,17.666666666666668,30.454545454545453,31.6,31.4,80.2
257,Neto,30,Brazil,FC Barcelona,82,82,15000000,125000,GK,30800000.0,SUB,2023.0,52.0,42.25,27.0,39.0,14.666666666666666,33.18181818181818,35.2,31.9,80.0
258,Rodrigo,29,Spain,Leeds United,82,82,22000000,140000,ST,44000000.0,SUB,2024.0,91.0,79.0,76.0,81.0,44.0,82.0,78.4,63.2,9.2
259,J. Rodríguez,28,Colombia,Everton,82,82,22500000,105000,"CAM, CM, RM",42800000.0,RW,2022.0,53.0,86.0,85.0,86.0,50.0,81.54545454545455,82.0,66.0,12.8
260,Danilo Pereira,28,Portugal,FC Porto,82,82,20000000,20000,"CDM, CM",40000000.0,LCM,2022.0,66.0,63.0,72.0,73.0,80.0,73.27272727272727,78.0,80.4,11.6
261,A. Marchesín,32,Argentina,FC Porto,82,82,13500000,16000,GK,27000000.0,GK,2023.0,53.25,40.0,25.25,42.0,15.0,35.63636363636363,37.6,32.1,80.6
262,K. Bellarabi,30,Germany,Bayer 04 Leverkusen,82,82,21000000,78000,"RM, RW",35700000.0,RM,2023.0,90.0,76.0,74.0,85.0,34.0,81.18181818181819,78.4,59.8,10.0
263,T. Vaclík,31,Czech Republic,Sevilla FC,82,82,14000000,29000,GK,29400000.0,GK,2021.0,36.75,40.5,21.5,37.5,19.666666666666668,30.818181818181817,33.4,31.1,80.0
264,F. Thauvin,27,France,Olympique de Marseille,82,82,23000000,59000,"RW, RM",43700000.0,RW,2021.0,82.0,80.0,81.0,82.0,41.0,82.0,80.2,61.7,10.4
265,Y. Carrasco,26,Belgium,Atlético Madrid,82,82,24000000,67000,LM,49200000.0,RES,2024.0,91.0,81.0,75.0,84.0,36.0,81.45454545454545,77.8,58.1,9.8
266,Q. Promes,28,Netherlands,Ajax,82,82,22500000,26000,"CAM, LW, ST",31500000.0,CAM,2024.0,89.0,80.0,79.0,82.0,46.0,82.0,80.2,65.5,9.8
267,M. Halstenberg,28,Germany,RB Leipzig,82,82,19000000,64000,"LB, CB, LWB",32300000.0,LCB,2022.0,66.0,66.0,73.0,72.0,81.0,71.54545454545455,74.0,80.0,12.8
268,A. Kramarić,29,Croatia,TSG 1899 Hoffenheim,82,82,22000000,56000,"ST, CAM",37400000.0,LW,2022.0,71.0,85.0,73.0,85.0,30.0,81.81818181818181,76.2,54.5,11.6
269,R. Gosens,25,Germany,Atalanta,82,82,24000000,68000,LM,40800000.0,LM,2022.0,83.0,74.0,78.0,77.0,77.0,80.27272727272727,81.4,81.1,12.8
270,Raphaelito Anjos,32,Brazil,Grêmio,82,82,13500000,32000,GK,25700000.0,GK,2023.0,36.5,37.5,12.75,34.5,17.666666666666668,31.09090909090909,31.2,30.1,80.2
271,Josué Chiamulera,28,Brazil,Grêmio,82,82,19500000,41000,CB,37100000.0,RCB,2023.0,78.0,43.0,56.0,64.0,85.0,60.63636363636363,64.8,79.3,13.8
272,João Félix,20,Portugal,Atlético Madrid,81,93,32000000,51000,"CF, ST",72000000.0,LS,2026.0,81.0,81.0,74.0,83.0,40.0,81.81818181818181,78.4,60.3,13.2
273,A. Davies,19,Canada,FC Bayern München,81,89,22500000,40000,"LB, LM, RM",41600000.0,LB,2025.0,96.0,67.0,69.0,83.0,76.0,77.63636363636364,77.6,78.9,9.4
274,H. Aouar,22,France,Olympique Lyonnais,81,89,26000000,65000,"CM, LM",54600000.0,LCM,2023.0,76.0,75.0,80.0,84.0,66.0,80.54545454545455,82.6,73.7,9.6
275,Cucurella,21,Spain,Getafe CF,81,89,26500000,28000,"LM, LB",61000000.0,LM,2023.0,81.0,67.0,78.0,80.0,73.0,77.45454545454545,81.4,78.7,10.0
276,Ferran Torres,20,Spain,Manchester City,81,89,26500000,97000,"RM, LM, CF",54300000.0,SUB,2025.0,82.0,76.0,78.0,80.0,34.0,80.0,78.4,56.7,11.8
277,Richarlison,23,Brazil,Everton,81,88,25500000,90000,"ST, RM, LM",53600000.0,LW,2024.0,83.0,78.0,72.0,81.0,50.0,80.81818181818181,77.4,65.8,10.2
278,M. Diaby,20,France,Bayer 04 Leverkusen,81,88,25000000,54000,LM,47500000.0,LM,2024.0,93.0,66.0,74.0,85.0,43.0,77.27272727272727,77.8,60.9,9.4
279,Gonçalo Guedes,23,Portugal,Valencia CF,81,87,24500000,39000,"LM, ST",56400000.0,LM,2024.0,87.0,79.0,76.0,81.0,36.0,80.0,78.0,59.7,10.0
280,C. Pulisic,21,United States,Chelsea,81,87,24500000,83000,"LW, RW, LM",51500000.0,SUB,2024.0,89.0,70.0,72.0,85.0,37.0,79.18181818181819,77.2,59.6,12.6
281,Rúben Dias,23,Portugal,SL Benfica,81,87,22000000,15000,CB,48400000.0,RCB,2024.0,65.0,38.0,54.0,59.0,83.0,56.27272727272727,62.6,78.4,9.4
282,Renan Lodi,22,Brazil,Atlético Madrid,81,87,21500000,49000,LB,48400000.0,LB,2025.0,84.0,67.0,76.0,81.0,75.0,77.45454545454545,79.8,79.2,11.0
283,O. Vlachodimos,26,Greece,SL Benfica,81,86,17500000,14000,GK,36300000.0,GK,2024.0,48.0,36.75,20.5,32.5,16.333333333333332,31.0,31.6,30.9,78.0
284,Everton,24,Brazil,SL Benfica,81,86,24000000,17000,LM,49800000.0,LM,2025.0,86.0,75.0,73.0,85.0,32.0,79.9090909090909,77.8,55.7,14.6
285,T. Souček,25,Czech Republic,West Ham United,81,86,21500000,46000,"CDM, CM",42500000.0,LDM,2024.0,65.0,69.0,73.0,73.0,80.0,73.9090909090909,77.8,81.2,8.6
286,A. Cragno,26,Italy,Cagliari,81,85,16500000,32000,GK,30900000.0,GK,2024.0,39.5,37.75,20.75,34.0,14.0,28.727272727272727,30.2,28.6,79.0
287,M. Dembélé,23,France,Olympique Lyonnais,81,85,23500000,71000,ST,46400000.0,LS,2023.0,81.0,79.0,62.0,76.0,30.0,78.54545454545455,71.2,53.3,9.8
288,T. Lemar,24,France,Atlético Madrid,81,85,23000000,54000,"LM, CAM, RM",48900000.0,SUB,2023.0,80.0,76.0,81.0,84.0,59.0,80.72727272727273,81.8,71.7,12.0
289,Y. Tielemans,23,Belgium,Leicester City,81,85,23000000,82000,CM,45400000.0,RCM,2023.0,64.0,78.0,82.0,79.0,69.0,78.81818181818181,81.8,75.2,10.0
290,J. Maddison,23,England,Leicester City,81,85,23000000,82000,"CAM, CM, LW",45400000.0,LCM,2024.0,75.0,76.0,84.0,82.0,54.0,78.9090909090909,81.4,65.6,13.0
291,N. Keïta,25,Guinea,Liverpool,81,85,22500000,96000,CM,43300000.0,SUB,2023.0,71.0,73.0,76.0,87.0,65.0,79.0,81.6,73.9,11.8
292,L. Torreira,24,Uruguay,Arsenal,81,85,21000000,74000,"CDM, CM",41500000.0,SUB,2023.0,74.0,67.0,75.0,79.0,79.0,74.54545454545455,78.2,80.0,7.8
293,P. Kimpembe,24,France,Paris Saint-Germain,81,85,21000000,69000,CB,40400000.0,LCB,2024.0,73.0,39.0,67.0,67.0,82.0,62.54545454545455,70.4,81.3,10.6
